"id","canonicalName","aliases","candidateTier","scope","bookRelations","bookCategories","bookPortrayal","mentionCount","chapters","printedPageReferences","bookPrintedUrls","sourceGroundedRoles","currentStatusGroup","detailedStatus","currentCanonicalUrl","currentOperator","currentStatusEvidence","verified","confidence","verificationSourceUrls","discoveryGeneration","directoryDecision","editorialNotes","mentionIds"
"PC-0266","PubMed","","Core candidate","Commons Projects","direct","biomedical citation and linking service","operating at book date","1","5","Ch. 5, pp. 142","http://www.ncbi.nlm.nih.gov/PubMed/","National Library of Medicine citation service linking biomedical literature and full text.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-017"
"PC-0267","PubMed Central","","Core candidate","Commons Projects","direct","full-text biomedical archive","operating at book date","2","4, 7","Ch. 4, pp. 97 | Ch. 7, pp. 205","","National Library of Medicine archive for NIH-supported manuscripts. | OA archive receiving final manuscripts under NIH policy.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-026 | UKC-07-018"
"PC-0268","Random House pay-per-view full-text program","","Context / analogy","Concepts and Comparisons","analogy","commercial digital-book service","operating at book date","1","4","Ch. 4, pp. 99","","Commercial proposal for licensed full-text access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-049"
"PC-0269","Registry of Institutional OA Self-Archiving Policies","","Support node","Supporting Ecosystem","enabler","policy registry","operating at book date","1","3","Ch. 3, pp. 57","","Registry used by institutions implementing the Berlin Declaration.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-015"
"PC-0270","RePEc","","Core candidate","Commons Projects","direct","disciplinary research repository network","operating at book date","1","11","Ch. 11, pp. 316, 330","http://www.repec.org/","Economics working-paper and research discovery network.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-003"
"PC-0271","Research Libraries Group","RLG","Support node","Supporting Ecosystem","enabler","research-library organization","operating at book date","2","4, 6","Ch. 4, pp. 118 | Ch. 6, pp. 167","http://www.rlg.org/ArchTF/","Co-produced the Trusted Digital Repositories framework. | Co-sponsored the digital-archiving task force and preservation standards.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-091 | UKC-06-018"
"PC-0272","Riverkeepers","","Support node","Supporting Ecosystem","enabler","environmental advocacy network","operating at book date","1","2","Ch. 2, pp. 39","","Named river-protection organizations associated with environmental commons.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-013"
"PC-0273","RoMEO Project","Project RoMEO","Support node","Supporting Ecosystem","enabler","publisher-policy research project","operating at book date","1","4","Ch. 4, pp. 98, 119","http://www.lboro.ac.uk/departments/ls/disresearch/romeo/","Researches journal permissions for author self-archiving.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-045"
"PC-0274","Salvador Declaration","","Support node","Supporting Ecosystem","enabler","open-access declaration","completed declaration","1","7","Ch. 7, pp. 206","","Public statement supporting scientific information access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-035"
"PC-0275","Samuel Berliner III's famous-Berliners site","","Example candidate","Commons Projects","example","independent knowledge website","operating at book date","1","5","Ch. 5, pp. 130","","Lay-maintained biographical site used to illustrate decentralized factual production.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-008"
"PC-0276","San Diego Dialogue","","Core candidate","Commons Projects","direct","university-community research initiative","operating at book date","1","9","Ch. 9, pp. 262","http://www.sandiegodialogue.org","UC San Diego-supported initiative producing sophisticated local policy research.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-009"
"PC-0277","Scholarly Communication Toolkit","","Support node","Supporting Ecosystem","enabler","advocacy toolkit","operating at book date","1","4","Ch. 4, pp. 102, 121","http://www.ala.org/ala/acrl/acrlissues/scholarlycomm/scholarlycommunicationtoolkit/toolkit.htm","ACRL toolkit supporting education and reform of scholarly communication.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-071"
"PC-0278","Scholarly Publishing and Academic Resources Coalition","SPARC","Support node","Supporting Ecosystem","enabler","scholarly-communication coalition","operating at book date","3","4, 6, 11","Ch. 4, pp. 95-96, 102, 113, 117-118, 121 | Ch. 6, pp. 153 | Ch. 11, pp. 320","","Incubates lower-cost publishing alternatives and advocates scholarly-communication reform. | Advanced the producer-archive model for faculty publications. | Organization used as an example of institutions stimulating change.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-008 | UKC-06-004 | UKC-11-014"
"PC-0279","Scholarly Publishing Office","University of Michigan Scholarly Publishing Office","Core candidate","Commons Projects","direct","library publishing service","operating at book date","1","11","Ch. 11, pp. 322","","University of Michigan service providing tools and production support.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-018"
"PC-0280","SciDev.Net","","Core candidate","Commons Projects","direct","science-development knowledge portal","operating at book date","1","7","Ch. 7, pp. 206","http://www.scidev.net/","Scientific information portal serving development contexts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-025"
"PC-0281","SciELO","","Core candidate","Commons Projects","direct","open-access journal platform and library","operating at book date","1","7","Ch. 7, pp. 206","http://www.scielo.br/","Electronic scientific library and journal platform.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-026"
"PC-0282","Science and Environmental Health Network","","Support node","Supporting Ecosystem","enabler","advocacy network","operating at book date","1","2","Ch. 2, pp. 39","","Leading champion of the precautionary principle.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-014"
"PC-0283","Science Citation Index","","Context / analogy","Concepts and Comparisons","analogy","citation index","operating at book date","1","3","Ch. 3, pp. 69","","Commercial/global journal index used to show developing-country visibility gaps.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-025"
"PC-0284","Science Commons","","Core candidate","Commons Projects","direct","open-science project","operating at book date","1","10","Ch. 10, pp. 292, 308","http://science.creativecommons.org/","Project for OA publications, standard scientific licenses, and data sharing.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-019"
"PC-0285","ScienceDirect","Science Direct","Context / analogy","Concepts and Comparisons","analogy","commercial journal database","operating at book date","1","4","Ch. 4, pp. 88","","Licensed database illustrating restrictions on use, lending, and preservation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-004"
"PC-0286","ScratchDJ.com phonograph-history site","","Example candidate","Commons Projects","example","independent knowledge website","operating at book date","1","5","Ch. 5, pp. 129-130","http://scratchdj.com","Lay-maintained factual history site used to illustrate frictionless fact sharing.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-007"
"PC-0287","Screen Actors Guild","","Support node","Supporting Ecosystem","enabler","professional association","operating at book date","1","8","Ch. 8, pp. 221","","Professional rules help resolve attribution and ownership.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-005"
"PC-0288","Screenwriters Federation of America","","Support node","Supporting Ecosystem","enabler","professional association","operating at book date","1","8","Ch. 8, pp. 221","","Professional rules help resolve attribution and ownership.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-003"
"PC-0289","Scripps research program in Merck v. Integra","","Example candidate","Commons Projects","example","scientific research program","operating at book date","1","8","Ch. 8, pp. 239-242","","Cancer-research work used to test the boundaries of experimental use.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-014"
"PC-0290","Self-Archiving Initiative","","Support node","Supporting Ecosystem","enabler","open-access movement","operating at book date","1","3","Ch. 3, pp. 53","","Visible movement encouraging authors to retain rights and provide open access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-004"
"PC-0291","Sierra Club","","Example candidate","Commons Projects","example","environmental organization","operating at book date","1","2","Ch. 2, pp. 32","","Uses the commons of nature frame in public-lands advocacy.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-009"
"PC-0292","Signal Transduction Knowledge Environment","STKE","Core candidate","Commons Projects","direct","compound scholarly knowledge environment","operating at book date","1","11","Ch. 11, pp. 317, 330","http://stke.sciencemag.org/","AAAS environment combining journal, alerts, dialogue, and analytic tools.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-008"
"PC-0293","SmartMobs","","Support node","Supporting Ecosystem","enabler","social-networking blog","operating at book date","1","2","Ch. 2, pp. 39","http://www.smartmobs.com","Howard Rheingold's blog discussing social networking and collaborative technology.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-030"
"PC-0294","Social Science Research Network","SSRN","Core candidate","Commons Projects","direct","disciplinary research repository network","operating at book date","1","11","Ch. 11, pp. 316","","Aggregates working papers and published articles across social-science disciplines.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-004"
"PC-0295","Software Freedom Law Center","","Support node","Supporting Ecosystem","enabler","legal defense organization","operating at book date","1","2","Ch. 2, pp. 35","","Protects open-source software against litigation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-020"
"PC-0296","Sony Betamax/VCR platform","","Context / analogy","Concepts and Comparisons","analogy","copying technology","operating at book date","1","8","Ch. 8, pp. 236-237","","Copying technology establishing the substantial-noninfringing-use framework.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-011"
"PC-0297","SourceForge.net","","Core candidate","Commons Projects","direct","open-source project hosting platform","operating at book date","1","10","Ch. 10, pp. 278, 287, 308","http://www.sourceforge.net","Hosts FOSS projects and supplies communication and version-control infrastructure.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-001"
"PC-0298","Space Physics and Aeronomy Research Collaboratory","SPARC","Core candidate","Commons Projects","direct","scientific collaboratory","operating at book date","1","11","Ch. 11, pp. 326-327, 330","http://www.windows.ucar.edu/sparc/","Online atmospheric-science environment controlling instruments, analyzing data, and archiving research.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-026"
"PC-0299","SPARC Open Access Newsletter","","Support node","Supporting Ecosystem","enabler","newsletter and advocacy resource","operating at book date","3","0, 4, 7","Ch. 0, pp. xii | Ch. 4, pp. 96, 118 | Ch. 7, pp. 197-207","http://www.earlham.edu/~peters/fos/ | http://www.earlham.edu/~peters/fos/newsletter/archive.htm","Open-access newsletter authored by Peter Suber. | Open-access news and advocacy newsletter edited by Peter Suber. | Open-access analysis, documentation, and movement current-awareness publication.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-014 | UKC-04-014 | UKC-07-007"
"PC-0300","St. Paul Information Commons","","Core candidate","Commons Projects","direct","civic information commons","operating at book date","1","9","Ch. 9, pp. 249","","University of Minnesota-connected partner to the Prince George's commons.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-005"
"PC-0301","Stanford University","","Support node","Supporting Ecosystem","enabler","university and preservation-system developer","operating at book date","1","4","Ch. 4, pp. 100","","Developed the LOCKSS preservation system.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-062"
"PC-0302","Sun Microsystems open-source patent releases","","Example candidate","Commons Projects","example","open patent initiative","operating at book date","1","2","Ch. 2, pp. 35","","Made software patents available on an open-source basis to spur innovation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-019"
"PC-0303","Task Force on Archiving of Digital Information","","Support node","Supporting Ecosystem","enabler","preservation task force","operating at book date","1","6","Ch. 6, pp. 167","http://www.rlg.org/ArchTF/","Produced a foundational report on preserving digital information.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-06-016"
"PC-0304","Tetrahedron Letters","","Context / analogy","Concepts and Comparisons","analogy","subscription journal","operating at book date","1","4","Ch. 4, pp. 88","","High-priced commercial journal used to illustrate enclosure.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-007"
"PC-0305","The Future of the Digital Commons","","Example candidate","Commons Projects","example","conference session","completed conference session","1","1","Ch. 1, pp. 14","http://wizards-of-os.org/index.php?id=1551","WOS3 session whose program framed digital commons as an alternative to commodification.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-01-003"
"PC-0306","The New England Journal of Political Science","","Example candidate","Commons Projects","example","open-access journal","operating at book date","1","4","Ch. 4, pp. 96","","Named example among operating open-access journals.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-019"
"PC-0307","The Valley of the Shadow","","Core candidate","Commons Projects","direct","digital history library","operating at book date","1","11","Ch. 11, pp. 317","","Civil War primary-source and tool environment resembling a library more than a monograph.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-010"
"PC-0308","Timeline of the Open Access Movement","","Support node","Supporting Ecosystem","enabler","movement chronology","operating at book date","1","7","Ch. 7, pp. 199, 206","http://www.earlham.edu/~peters/fos/timeline.htm","Peter Suber's chronology of OA journals, policies, and declarations.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-012"
"PC-0309","Tomales Bay Institute","","Support node","Supporting Ecosystem","enabler","commons institute","operating at book date","1","2","Ch. 2, pp. 39","","Co-organized a conference linking commons, public trust, and precaution.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-015"
"PC-0310","Tommy's History of Western Technology","","Example candidate","Commons Projects","example","independent knowledge website","operating at book date","1","5","Ch. 5, pp. 130","","Independent technical-history site used to illustrate reuse of uncopyrightable facts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-009"
"PC-0311","Trusted Digital Repositories","","Support node","Supporting Ecosystem","enabler","repository standards report and framework","operating at book date","1","4","Ch. 4, pp. 118","http://www.rlg.org/longterm/repositories.pdf","Research Libraries Group and OCLC framework for trusted repositories.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-090"
"PC-0312","U.S. Patent and Trademark Office","","Support node","Supporting Ecosystem","enabler","public rights registry","operating at book date","1","8","Ch. 8, pp. 222","","Government administrative infrastructure for patent rights.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-002"
"PC-0313","UCSB Campus Informatics","","Core candidate","Commons Projects","direct","campus research-informatics initiative","operating at book date","1","11","Ch. 11, pp. 328, 330","http://www.cni.org/tfms/2004a.spring/abstracts/PB-ucsb-pritchard.html","Investigates research needs and behavior to design data-intensive services and archives.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-027"
"PC-0314","UK Recommendation","","Support node","Supporting Ecosystem","enabler","open-access policy recommendation","recommendation","1","3","Ch. 3, pp. 57, 70","http://www.ecs.soton.ac.uk/~harnad/Temp/UKSTC.htm","Policy recommendation modeled on Southampton's self-archiving program.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-016"
"PC-0315","United States Holocaust Memorial Museum","Holocaust Museum","Core candidate","Commons Projects","direct","cultural memory institution","operating at book date","1","8","Ch. 8, pp. 233","","Public cultural institution used as an example of preserving minority history.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-007"
"PC-0316","University Actions against High Journal Prices","","Support node","Supporting Ecosystem","enabler","advocacy catalog","operating at book date","1","7","Ch. 7, pp. 202","http://www.earlham.edu/~peters/fos/lists.htm#actions","Catalog of university cancellation and resistance actions.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-036"
"PC-0317","University of Arizona information commons","","Core candidate","Commons Projects","direct","campus information commons","operating at book date","1","4","Ch. 4, pp. 101","","Shared library, teaching-center, and computing facility.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-063"
"PC-0318","University of California Digital Library","California Digital Library","Support node","Supporting Ecosystem","enabler","digital library system","operating at book date","1","4","Ch. 4, pp. 97","","Sponsors the eScholarship institutional repository.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-033"
"PC-0319","University of California Press","","Support node","Supporting Ecosystem","enabler","scholarly publisher and project partner","operating at book date","1","4","Ch. 4, pp. 96","","Collaborated with the AAA on the AnthroSource portal.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-012"
"PC-0320","University of Mannheim Experimental Economics Laboratory","","Support node","Supporting Ecosystem","enabler","experimental economics laboratory","operating at book date","1","12","Ch. 12, pp. 340","","Created the Experimental Economics Glossary used by EconPort.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-12-011"
"PC-0321","University of Minho open-access requirement","","Example candidate","Commons Projects","example","institutional OA policy","policy in operation at book date","1","3","Ch. 3, pp. 57","","Institutional policy requiring self-archiving.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-018"
"PC-0322","University of Minnesota Libraries research-behavior project","","Core candidate","Commons Projects","direct","library research project","newly funded at book date","1","11","Ch. 11, pp. 328, 330","http://www.lib.umn.edu/about/mellon/","Assesses disciplinary research behavior to integrate expertise, technology, content, and facilities.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-029"
"PC-0323","University of Southampton open-archives programme","","Core candidate","Commons Projects","direct","institutional open-access program","operating at book date","1","3","Ch. 3, pp. 57","","Leading institutional program that produced multiple repository and policy tools.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-008"
"PC-0324","University of Virginia","","Support node","Supporting Ecosystem","enabler","university and digital-project steward","operating at book date","1","11","Ch. 11, pp. 317, 326","","Hosts The Valley of the Shadow and library-centered disciplinary information communities.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-011"
"PC-0325","University of Virginia American Studies information community","","Core candidate","Commons Projects","direct","disciplinary information community","operating at book date","1","11","Ch. 11, pp. 326","","Library-centered community integrating resources, tools, events, and participant projects.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-024"
"PC-0326","University of Virginia Tibetan and Himalayan information community","","Core candidate","Commons Projects","direct","disciplinary information community","operating at book date","1","11","Ch. 11, pp. 326","","Library-centered community integrating resources, tools, events, and participant projects.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-025"
"PC-0327","UrbanSim","","Core candidate","Commons Projects","direct","open-source urban-modeling system","operating at book date","1","10","Ch. 10, pp. 290","","Modular Java model for urban land use, transportation, and environmental impacts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-016"
"PC-0328","USDA Forest Service Burlington Laboratory","","Support node","Supporting Ecosystem","enabler","research laboratory","operating at book date","1","10","Ch. 10, pp. 303","","Supported the land-use commons work discussed in the chapter.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-032"
"PC-0329","USDA Forest Service Southern and Northern Global Change Programs","","Support node","Supporting Ecosystem","enabler","science programs","operating at book date","1","10","Ch. 10, pp. 303","","Supported research underlying the chapter's open-science model.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-033"
"PC-0330","Valparaiso Declaration","","Support node","Supporting Ecosystem","enabler","open-access declaration","completed declaration","1","7","Ch. 7, pp. 206","","Public statement supporting scientific information access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-032"
"PC-0331","W3C Semantic Web","","Support node","Supporting Ecosystem","enabler","semantic interoperability infrastructure","operating at book date","1","11","Ch. 11, pp. 324","","Metadata and relationship framework enabling cross-resource discovery and collaboration.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-023"
"PC-0332","Wellcome Trust open-access policy","","Support node","Supporting Ecosystem","enabler","funder OA policy","policy in operation at book date","1","7","Ch. 7, pp. 199","","British medical research funder policy paying publication fees and supporting OA.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-011"
"PC-0333","Westlaw","","Context / analogy","Concepts and Comparisons","analogy","proprietary legal database","operating at book date","1","5","Ch. 5, pp. 134","","Closed specialist database illustrating a successful proprietary information ecology.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-013"
"PC-0334","Wikipedia","","Core candidate","Commons Projects","direct","collaborative encyclopedia","operating at book date","2","2, 5","Ch. 2, pp. 36 | Ch. 5, pp. 131-132, 141","","Open encyclopedia created through broad public contribution. | Collectively created reference tool with open editing and lay peer review.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-025 | UKC-05-012"
"PC-0335","Wingspread Declaration on the Civic Responsibilities of Research Universities","","Support node","Supporting Ecosystem","enabler","civic-university declaration","completed declaration","1","9","Ch. 9, pp. 272","http://www.compact.org/civic/Wingspread/Wingspread.html","Declaration defining universities' civic responsibilities.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-021"
"PC-0336","Work Projects Administration state guides","WPA guides","Core candidate","Commons Projects","direct","public cultural-knowledge project","operating at book date","1","8","Ch. 8, pp. 232-233","","Government-produced regional guides documenting state history and culture.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-006"
"PC-0337","Workshop in Political Theory and Policy Analysis","","Support node","Supporting Ecosystem","enabler","research center","operating at book date","4","0, 1, 2, 9","Ch. 0, pp. ix-xii | Ch. 1, pp. 16 | Ch. 2, pp. 31 | Ch. 9, pp. 268-269, 273","","Indiana University center supplying long-running commons research, cases, theory, and library infrastructure. | Institutional home of the IAD framework and long-running commons research. | Academic center stimulating modern commons scholarship and maintaining a specialist library. | Commons-research center supporting the chapter and field-based institutional research.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-003 | UKC-01-002 | UKC-02-006 | UKC-09-024"
"PC-0338","Workshop on Scholarly Communication as a Commons","","Core candidate","Commons Projects","direct","workshop","completed workshop","1","0","Ch. 0, pp. ix-xi","","2004 working session that generated the book's research agenda and papers.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-001"
"PC-0339","Workshop Research Library","","Core candidate","Commons Projects","direct","research library","operating at book date","1","0","Ch. 0, pp. xi","","Specialist commons research library directed by Charlotte Hess.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-005"
"PC-0340","World Summit on the Information Society","WSIS","Support node","Supporting Ecosystem","enabler","international policy process","operating at book date","1","3","Ch. 3, pp. 49, 69","http://www.itu.int/wsis/documents/doc_multi.asp?lang=en&id=2266|2267","Global policymaking community used as an example of nested governance.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-002"
"PC-0341","World Summit on the Information Society OA advocacy","WSIS","Support node","Supporting Ecosystem","enabler","international policy process","operating at book date","1","7","Ch. 7, pp. 200","","Venue for negotiations seeking a meaningful international OA endorsement.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-043"
"PC-0342","Yahoo","","Support node","Supporting Ecosystem","enabler","search and access platform","operating at book date","1","4","Ch. 4, pp. 99","","Planned discovery and delivery layer for Open Content Alliance collections.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-053"
"PC-0343","Yahoo OAI harvesting","","Support node","Supporting Ecosystem","enabler","search indexing infrastructure","operating at book date","1","12","Ch. 12, pp. 345","","Harvests and repackages EconPort's OAI-compliant classification metadata.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-12-017"
"PC-0344","Yahoo open-access indexing program","","Support node","Supporting Ecosystem","enabler","search indexing initiative","announced program","1","7","Ch. 7, pp. 184, 202","","Program intended to index OA content in enhanced form.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-019"
"PC-0345","YouTube.com","","Example candidate","Commons Projects","example","participatory media platform","operating at book date","1","2","Ch. 2, pp. 37","http://YouTube.com","Online hosting service for sharing grassroots media.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-028"
"PC-0346","Zope","","Support node","Supporting Ecosystem","enabler","open-source application and portal platform","operating at book date","1","10","Ch. 10, pp. 303","http://zope.org","Open-source platform for content-management systems and Internet portals.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-029"
